ID,label,calories,fat,protein,carbohydrate,sugar,potassium
1820,pack,68.143,7.210,24.460,64.000,1.456,19.660
1821,pound,349.000,16.453,14.373,66.000,1.271,8.183
1822,leany,251.000,1.200,16.500,3.000,3.800,19.500
1823,homeprepared,144.588,27.250,28.100,68.000,10.000,3.666
1824,wheatable,479.000,12.767,20.933,0.000,3.667,7.867
1825,huckleberry,37.000,0.000,0.100,0.000,0.000,0.400
1826,hibiscu,37.000,6.000,0.650,0.000,0.300,0.430
1827,greenland,212.500,0.000,15.790,52.500,0.000,16.395
1828,agutuk,360.333,0.000,31.300,41.667,0.500,11.367
1829,triple,307.000,42.700,13.816,63.000,2.840,10.606
1830,ready,302.200,16.218,13.302,15.000,1.330,3.969
1831,quail,166.800,0.400,8.952,844.000,0.000,20.426
1832,skunk,19.000,0.000,0.200,0.000,2.100,2.600
1833,rib,255.263,2.450,17.586,80.136,0.800,23.305
1834,mayonnaiselike,84.000,10.300,2.700,9.000,1.900,0.200
1835,mint,465.000,36.788,21.739,15.000,2.360,3.976
1836,butcher,239.000,2.490,18.170,104.000,0.200,13.450
1837,chicory,355.000,8.730,0.160,0.000,1.820,9.300
1838,dungenes,98.000,0.000,1.105,67.500,0.000,19.865
1839,custardapple,101.000,0.000,0.600,0.000,2.400,1.700
1840,shad,224.500,0.000,15.710,85.500,0.000,19.320
1841,laborador,1.000,0.000,0.000,0.000,0.000,0.000
1842,pepper,503.000,41.060,25.000,56.000,28.700,20.900
1843,torta,390.000,18.100,17.450,0.000,1.700,7.060
1844,yucca,515.000,3.360,25.910,0.000,3.700,1.340
1845,cookielike,445.000,21.860,16.110,0.000,1.200,8.810
1846,windmill,468.000,32.640,17.550,1.000,1.800,5.170
1847,noncarbonated,5.000,0.000,0.000,0.000,0.000,0.000
1848,snail,90.000,0.000,1.400,50.000,0.000,16.100
1849,pomegranate,47.333,8.773,1.170,0.000,4.000,1.670
1850,crushed,32.000,4.400,0.280,0.000,1.900,1.640
1851,riesling,80.000,0.000,0.000,0.000,0.000,0.070
1852,cucumber,122.000,26.680,0.260,0.000,0.856,13.000
1853,purpose,888.000,0.000,100.000,0.000,0.000,0.000
1854,pimento,199.000,1.665,15.750,47.000,1.000,11.615
1855,bartlett,63.000,9.690,0.160,0.000,3.100,0.390
1856,parfait,93.000,12.137,1.147,4.333,1.000,2.853
1857,stack,285.000,3.870,16.600,0.000,0.000,18.530
1858,delisliced,124.000,0.000,3.800,67.000,0.000,19.600
1859,canned,82.586,54.400,43.840,391.000,9.900,35.190
1860,selfrising,346.857,0.220,2.416,0.000,6.129,8.584
1861,noodle,521.000,8.200,31.720,95.000,1.325,4.735
1862,vinaigrette,86.000,6.740,5.940,0.000,0.400,0.190
1863,poland,0.000,0.000,0.000,0.000,0.000,0.000
1864,cheek,107.000,0.000,3.600,0.000,0.000,18.600
1865,steller,850.000,0.000,94.000,162.333,0.000,17.808
1866,provolone,312.500,0.555,22.110,62.000,0.000,25.140
1867,person,88.000,2.640,3.080,2.000,2.200,4.400
1868,edge,245.500,4.300,9.070,9.000,3.400,13.760
1869,lambsquarter,42.500,0.620,0.485,0.000,4.400,3.918
1870,cheez,245.500,7.450,15.250,55.000,0.250,14.150
1871,crayfish,79.500,0.000,1.105,122.750,0.000,16.277
1872,caloriefree,0.000,0.000,0.000,0.000,0.000,0.000
1873,hotdog,251.167,6.370,8.198,22.500,6.200,9.970
1874,headcheese,157.000,0.000,10.900,69.000,0.000,13.830
1875,sweetsop,94.000,0.000,0.290,0.000,4.400,2.060
1876,cheddar,348.972,17.600,18.091,102.000,9.200,13.711
1877,roasted,252.063,37.100,76.080,72.506,43.400,24.079
1878,margarine,430.794,24.860,38.930,109.000,2.800,2.161
1879,poha,53.000,0.000,0.700,0.000,0.000,1.900
1880,towelgourd,43.333,4.120,0.293,0.000,2.300,0.840
1881,pimiento,247.000,7.680,18.775,69.000,0.750,10.415
1882,cut,166.000,0.000,6.180,60.250,0.000,25.768
1883,tablet,84.000,0.000,0.100,0.000,0.000,1.000
1884,cup,428.250,30.050,22.738,4.500,2.025,6.463
1885,kolbassy,309.000,1.600,27.290,66.000,0.000,12.230
1886,prosobee,250.300,27.292,12.306,0.000,0.000,7.014
1887,horseradish,48.000,7.990,0.690,0.000,3.300,1.180
1888,fractionated,884.000,0.000,100.000,0.000,0.000,0.000
1889,snap,424.000,36.280,11.140,1.000,2.429,1.592
1890,nfsmi,359.000,64.300,7.170,18.000,1.100,1.420
1891,kumquat,71.000,9.360,0.860,0.000,6.500,1.880
1892,alpen,352.000,20.000,3.300,0.000,9.100,11.200
1893,silken,47.250,0.605,1.850,0.000,0.100,6.138
1894,cornish,177.250,0.000,9.857,107.250,0.000,20.690
1895,pilinut,719.000,0.000,79.550,0.000,0.000,10.800
1896,queso,293.500,2.224,22.142,68.200,2.900,16.636
1897,cheesefurter,328.000,1.510,29.000,68.000,0.000,14.100
1898,semillon,82.000,0.000,0.000,0.000,0.000,0.070
1899,medjool,277.000,66.470,0.150,0.000,6.700,1.810
1900,game,160.387,0.000,5.402,78.677,0.000,26.138
1901,cottagecut,196.333,0.000,7.393,0.000,3.133,3.100
1902,semolina,360.000,0.000,1.050,0.000,3.900,12.680
1903,sorbitol,278.000,35.000,0.100,0.000,9.000,0.000
1904,bit,352.857,33.401,13.403,15.000,3.643,32.000
1905,jackfruit,93.500,9.540,0.390,0.000,1.200,1.040
1906,excluding,21.000,3.220,0.100,0.000,1.300,0.900
1907,semi,318.000,23.050,25.310,0.000,0.000,1.250
1908,shaped,377.000,0.000,28.570,57.000,0.800,16.270
1909,phosphoru,352.000,27.790,1.500,5.500,0.550,40.200
1910,instore,384.000,39.590,18.900,19.000,1.850,3.320
1911,eel,210.000,0.000,13.305,143.500,0.000,21.045
1912,spiny,127.500,0.000,1.725,80.000,0.000,23.505
1913,byproduct,192.761,0.000,94.160,3100.000,0.000,18.717
1914,bockwurst,301.000,1.330,25.870,93.000,1.000,14.030
1915,minced,261.333,1.260,21.237,72.833,0.000,14.313
1916,honeycomb,396.000,32.300,2.900,0.000,3.100,6.000
1917,ascidian,20.000,0.000,0.500,7.000,0.000,3.800
1918,essential,502.000,44.380,25.500,6.000,0.800,4.895
1919,prebasted,141.500,0.000,6.000,52.000,0.000,20.480
1920,softtype,427.750,47.560,18.117,5.000,1.850,4.782
1921,spring,390.000,31.300,9.600,0.000,12.200,15.400
1922,wip,149.000,16.000,5.000,16.000,0.400,3.000
1923,gumdrop,396.000,58.970,0.000,0.000,0.100,0.000
1924,yolk,241.444,13.510,18.376,720.111,0.900,11.090
1925,marmalade,246.000,60.000,0.000,0.000,0.700,0.300
1926,palm,770.632,17.160,84.782,0.000,10.000,8.380
1927,falafel,333.000,0.000,17.800,0.000,0.000,13.310
1928,butterscotch,394.000,49.187,29.050,9.000,0.900,1.243
1929,alphabit,389.000,21.000,4.600,0.000,7.100,10.000
1930,roti,298.000,2.825,8.325,0.000,7.300,9.550
1931,reconstituted,332.471,35.036,16.610,44.000,2.000,9.382
1932,novelty,124.136,12.300,20.200,13.000,7.500,2.311
1933,capon,202.500,0.000,11.312,179.500,0.000,23.210
1934,prop,227.000,3.530,1.690,0.000,3.500,8.870
1935,lard,705.000,2.030,70.158,53.167,1.700,8.380
1936,pea,84.764,2.669,0.769,7.000,25.500,5.233
1937,stirfried,81.000,0.300,7.100,0.000,1.271,7.876
1938,rum,257.500,0.000,0.000,0.000,0.000,0.000
1939,fresco,299.000,2.320,23.820,69.000,0.000,18.090
1940,azucar,445.000,21.860,16.110,0.000,1.200,8.810
1941,processing,152.062,0.247,4.464,0.000,2.381,2.442
1942,debranned,404.000,0.800,9.120,0.000,6.500,14.660
1943,step,276.500,31.287,13.058,7.000,0.000,8.377
1944,carob,381.000,41.595,16.005,0.500,21.800,6.385
1945,stew,111.269,1.760,3.936,45.038,2.300,14.922
1946,santa,55.000,3.600,0.710,0.000,2.000,2.000
1947,raspberry,188.231,15.965,18.500,114.000,3.892,2.765
1948,saltine,414.000,1.084,8.600,0.000,2.443,8.914
1949,muscat,82.000,0.000,0.000,0.000,0.000,0.070
1950,lowsaturated,884.000,0.000,100.000,0.000,0.000,0.000
1951,pepsico,25.000,5.865,0.010,0.000,0.000,0.050
1952,classico,184.000,3.530,10.840,40.000,1.600,11.280
1953,oatmeal,371.338,18.890,10.507,36.000,5.693,8.062
1954,sake,134.000,0.000,0.000,0.000,0.000,0.500
1955,range,121.500,0.000,2.108,82.000,0.000,25.640
1956,agave,213.500,35.545,0.395,0.000,8.250,0.828
1957,slouse,146.562,4.690,6.310,62.688,0.000,21.175
1958,enoki,37.000,0.220,0.290,0.000,2.700,2.660
1959,replacement,373.000,3.575,1.452,2.250,1.600,2.978
1960,fern,37.000,0.000,0.223,0.000,1.850,2.360
1961,colorado,142.000,0.150,3.460,0.000,2.600,3.960
1962,nutrigrain,279.500,15.718,7.482,8.000,4.110,6.312
1963,tofu,121.353,2.720,31.790,0.000,7.200,11.091
1964,kosher,12.000,1.070,0.300,0.000,1.000,0.500
1965,peppercorn,564.000,2.450,61.400,49.000,0.000,1.200
1966,kielbasa,306.000,1.684,26.726,68.600,0.000,12.196
1967,gripz,461.000,18.283,17.883,8.000,5.117,7.767
1968,certified,5.000,0.850,0.000,0.000,0.000,0.000
1969,onionflavor,523.000,2.415,29.800,1.500,2.550,7.150
1970,breadfruit,167.250,11.000,2.705,0.000,5.225,4.992
1971,spam,261.000,1.260,21.348,73.400,0.000,13.920
1972,fast,224.862,53.570,11.701,75.483,3.600,25.701
1973,nonchemically,607.000,0.000,56.440,0.000,9.300,17.950
1974,gentlease,284.250,30.335,15.000,0.000,0.000,6.982
1975,partskim,302.500,2.240,19.720,65.000,0.000,24.105
1976,homemade,166.250,20.000,7.814,41.000,9.000,5.877
1977,chapati,298.000,2.825,8.325,0.000,7.300,9.550
1978,nougat,455.667,50.540,16.100,4.333,3.267,6.973
1979,vienna,355.600,37.200,11.812,87.000,1.660,8.650
1980,olestra,281.667,2.820,1.720,2.000,6.833,7.080
1981,pigeonpea,135.000,1.990,2.335,0.000,4.725,5.655
1982,hawaiian,28.000,2.000,0.300,0.000,2.200,1.100
1983,filet,181.357,3.400,7.830,74.393,1.400,25.867
1984,lebanon,172.000,0.000,10.440,55.000,0.000,19.030
1985,potassium,250.714,9.470,1.500,0.000,5.600,88.320
1986,bluefin,164.000,0.000,5.590,43.500,0.000,26.620
1987,pounder,254.667,4.510,13.997,47.667,1.333,15.217
1988,ginkgo,213.667,0.000,1.767,0.000,9.300,5.653
1989,mulberry,43.000,8.100,0.390,0.000,1.700,1.440
1990,atlantic,158.640,7.710,6.761,68.160,0.400,22.242
1991,pacific,151.684,0.430,34.600,50.789,0.100,21.677
1992,sourdock,42.000,0.000,0.700,0.000,0.000,2.300
1993,ling,99.000,0.000,0.730,45.500,0.000,21.670
1994,bitesize,447.750,27.050,15.700,0.000,6.425,6.200
1995,calciumfortified,364.000,0.000,0.980,0.000,2.700,10.330
1996,junior,70.383,19.290,14.600,94.000,1.038,15.200
1997,mineral,593.000,5.380,51.470,0.000,5.700,26.060
1998,swamp,19.667,0.000,0.227,0.000,1.967,2.253
1999,adzuki,216.400,0.000,0.530,0.000,5.460,8.400
2000,apricot,884.000,53.440,100.000,0.000,1.500,4.900
2001,cavatappi,206.000,2.890,10.950,67.000,0.900,19.000
2002,similac,230.000,23.755,12.529,17.000,0.700,5.380
2003,horned,90.000,0.000,3.130,0.000,0.000,12.240
2004,nestle,293.812,32.744,12.678,32.000,9.700,4.588
2005,bolthouse,52.333,10.730,0.090,0.000,0.667,0.540
2006,jumbo,530.667,47.367,28.233,0.000,2.233,4.033
2007,margarinebutter,727.000,0.000,80.320,12.000,0.000,0.310
2008,fried,246.208,21.760,13.522,2559.000,4.500,17.857
2009,similar,884.000,0.000,100.000,0.000,0.000,0.000
2010,dill,305.000,1.070,14.540,0.000,21.100,19.960
2011,cattail,25.000,0.220,0.000,0.000,4.500,1.180
2012,chai,53.000,5.760,1.440,0.000,0.000,2.470
2013,curd,107.000,2.040,4.230,8.000,0.000,11.320
2014,cure,106.000,0.000,3.590,51.000,0.000,18.430
2015,froot,377.500,40.995,3.650,0.000,8.950,5.300
2016,cytosport,49.000,0.780,2.010,2.000,0.200,5.870
2017,graham,440.808,27.422,14.843,1.000,4.346,6.229
2018,kidney,132.382,3.800,1.765,1002.000,24.900,14.094
2019,rainbow,285.636,35.300,11.360,39.545,2.400,13.629
2020,taro,498.000,3.820,24.900,0.000,7.200,2.212
2021,peach,82.348,9.884,10.000,4.000,8.200,10.100
2022,grouper,105.000,0.000,1.160,42.000,0.000,22.110
2023,tilefish,121.500,0.000,3.500,57.000,0.000,20.995
2024,saffron,310.000,0.000,5.850,0.000,3.900,11.430
2025,yellowpond,197.500,0.215,0.710,0.000,10.750,4.295
2026,wiener,238.556,2.011,19.840,54.000,0.000,11.656
2027,butterbur,8.250,0.000,0.052,0.000,0.000,0.240
2028,gra,462.000,0.000,43.840,150.000,0.000,11.400
2029,swirl,366.000,14.700,4.800,0.000,22.300,8.790
2030,pekin,184.250,0.000,7.678,124.500,0.000,26.988
2031,mayonnaise,333.600,3.590,29.666,29.480,2.000,17.190
2032,manhattan,49.400,1.782,1.172,2.200,1.160,1.848
2033,mock,162.722,0.000,6.003,85.167,0.000,26.592
2034,tart,367.375,31.076,9.001,0.000,1.906,4.151
2035,mustard,884.000,23.880,100.000,29.000,2.832,26.080
2036,papa,267.500,4.713,11.745,23.500,1.975,11.515
2037,prepared,177.529,57.390,36.200,196.000,11.100,4.173
2038,quinoa,237.000,0.990,6.697,1.000,6.633,9.740
2039,slice,189.000,2.220,11.110,0.000,0.000,17.780
2040,mamey,87.500,10.070,0.480,0.000,4.200,0.975
2041,tundra,1.000,0.000,0.000,0.000,0.000,0.000
2042,fructose,236.333,60.817,0.000,0.000,0.100,0.420
2043,cuttlefish,118.500,0.000,1.050,168.000,0.000,24.360
2044,sapote,124.000,20.140,0.460,0.000,5.400,1.450
2045,wonton,153.000,2.760,2.427,10.000,1.133,6.720
2046,obrien,120.333,0.000,13.210,4.000,1.200,2.133
2047,wafer,469.500,22.065,21.135,51.000,22.900,5.595
2048,lactofree,309.250,33.227,16.652,4.500,0.000,6.453
2049,minimuffin,375.000,31.470,16.070,30.000,1.100,4.490
2050,bleached,364.000,0.783,1.389,0.000,2.209,11.575
2051,heath,530.000,60.020,30.380,19.000,2.000,3.940
2052,kretschmer,312.667,9.523,7.500,0.000,21.133,25.180
2053,cooked,182.241,28.700,99.500,3100.000,10.600,20.098
2054,beverage,413.000,95.450,15.700,205.000,37.500,78.130
2055,crinkle,158.000,0.250,5.060,0.000,2.150,2.425
2056,fresh,212.718,33.360,12.977,2552.000,14.100,22.063
2057,buffalo,152.750,3.000,6.551,82.000,5.100,16.457
2058,monterey,397.667,0.653,25.927,52.333,2.200,20.560
2059,yardlong,120.667,0.000,0.468,0.000,11.000,8.128
2060,oopah,67.000,0.000,2.200,0.000,0.000,11.700
2061,whiting,103.000,0.000,1.500,75.500,0.000,20.895
2062,potsticker,136.000,2.760,5.520,17.000,1.400,8.280
2063,stakelet,211.000,1.200,10.400,1.000,2.800,19.700
2064,sunchip,492.667,7.690,21.827,0.000,8.233,8.237
2065,morel,31.000,0.600,0.570,0.000,2.800,3.120
2066,barbecue,178.083,18.344,14.870,156.000,1.075,25.340
2067,reheated,285.000,0.687,18.003,51.000,0.667,15.150
2068,margarinetype,628.000,0.000,70.220,0.000,0.000,0.260
2069,vietnamese,44.000,4.400,1.060,0.000,1.500,1.300
2070,peanut,516.586,73.360,33.892,37.000,4.797,14.738
2071,saren,341.000,0.700,30.600,160.000,0.100,14.200
2072,granular,264.000,0.000,17.900,588.000,0.000,24.600
2073,glutinou,233.500,0.025,0.370,0.000,1.900,4.415
2074,stable,297.000,2.660,7.580,0.000,2.400,8.010
2075,include,254.522,44.800,80.710,116.000,77.300,6.688
2076,garden,115.688,4.171,23.300,40.000,1.962,5.268
2077,dessert,158.957,86.040,39.920,140.000,6.600,55.300
2078,drinking,0.000,0.000,0.000,0.000,0.000,0.000
2079,navajo,210.100,1.967,34.080,109.000,43.400,7.611
2080,fastfood,242.981,19.490,12.449,426.000,4.200,11.132
2081,magic,517.500,33.750,28.300,14.000,2.300,5.950
2082,mcnugget,302.000,0.080,19.810,44.000,0.000,15.790
2083,gefiltefish,84.000,0.000,1.730,30.000,0.000,9.070
2084,barbara,424.000,27.160,14.850,0.000,10.250,5.655
2085,rack,191.250,0.000,11.589,68.750,0.000,21.712
2086,rolo,474.000,63.930,20.930,12.000,0.900,5.080
2087,mediterranean,193.667,2.500,6.067,9.667,5.433,11.233
2088,quaker,346.649,18.819,5.118,36.000,6.482,8.580
2089,endive,17.000,0.250,0.200,0.000,3.100,1.250
2090,jerusalemartichoke,73.000,9.600,0.010,0.000,1.600,2.000
2091,gmbh,0.000,0.000,0.000,0.000,0.000,0.000
2092,nigari,92.000,0.450,5.920,0.000,0.525,9.328
2093,spaghettio,82.417,4.228,1.528,5.000,1.433,3.395
2094,acid,401.000,95.290,25.100,76.000,5.500,63.630
2095,spaghetti,154.030,1.908,8.520,19.000,1.891,6.561
2096,giblet,199.318,0.000,10.695,226.864,0.000,23.030
2097,sausage,271.691,11.230,19.335,65.691,4.600,13.929
2098,poke,21.000,1.067,0.400,0.000,1.567,2.400
2099,sauerkraut,20.500,1.780,0.120,0.000,2.700,0.905
2100,tarragon,295.000,0.000,7.240,0.000,7.400,22.770
2101,squeeze,47.000,1.000,2.100,0.000,0.000,0.000
2102,starshaped,50.000,0.000,1.400,4.000,0.000,2.300
2103,espresso,9.000,0.000,0.180,0.000,0.000,0.110
2104,expressed,239.750,3.340,25.163,0.000,1.100,2.388
2105,indian,628.000,21.320,52.990,19.000,6.959,14.890
2106,potherb,36.000,0.667,0.217,0.000,1.333,4.003
2107,choco,387.000,38.100,3.500,0.000,1.400,5.100
2108,bird,135.455,0.100,4.020,79.909,0.000,24.364
2109,watercres,11.000,0.200,0.100,0.000,0.500,2.300
2110,nacho,260.250,2.244,13.170,5.500,3.675,4.910
2111,caper,23.000,0.410,0.860,0.000,3.200,2.360
2112,yautia,98.000,0.000,0.400,0.000,1.500,1.460
2113,degree,884.000,0.000,100.000,0.000,0.000,0.000
2114,leg,186.698,0.570,9.213,83.208,0.300,24.127
2115,commercial,225.263,7.402,61.400,67.000,6.700,9.070
2116,punch,77.125,7.135,0.700,0.000,0.163,0.300
2117,pancake,261.269,42.000,5.074,95.000,8.500,5.680
2118,divinity,364.000,78.960,0.060,0.000,0.000,1.320
2119,soymilk,45.300,4.273,1.268,0.000,0.450,2.474
2120,vinegar,449.000,14.950,50.100,0.000,0.000,0.490
2121,asiago,461.000,4.200,19.250,5.500,5.850,10.700
2122,pregestimil,293.000,28.815,15.825,1.000,0.000,7.910
2123,spiced,154.500,11.690,8.500,33.500,0.650,6.955
2124,alaska,900.000,6.460,100.000,439.000,6.700,19.474
2125,burgundy,86.000,0.000,0.000,0.000,0.000,0.070
2126,fryerroaster,172.000,0.000,5.720,105.000,0.000,28.260
2127,buckwheat,316.571,7.210,2.790,0.000,6.471,9.983
2128,popcorn,473.882,64.680,100.000,40.000,8.529,8.876
2129,mussel,129.000,0.000,3.360,42.000,0.000,17.850
2130,hexagon,379.000,13.790,0.950,0.000,1.500,5.940
2131,formulated,413.667,23.779,17.209,8.000,7.053,17.433
2132,apple,170.854,16.167,18.500,114.000,12.500,25.400
2133,sheefish,115.000,0.000,2.840,56.000,0.000,22.250
2134,liqueur,323.667,30.087,15.700,58.000,0.000,2.800
2135,wholegroat,335.000,2.600,3.100,0.000,10.000,12.620
2136,duck,245.333,30.540,99.800,884.000,0.600,17.971
2137,seatrout,118.500,0.000,4.120,94.500,0.000,19.100
2138,lima,117.407,8.500,0.518,0.000,5.956,6.721
2139,cloud,284.000,0.000,0.730,0.000,70.100,9.250
2140,lime,53.857,32.600,1.180,0.000,3.100,2.350
2141,pomodoro,102.500,1.615,1.948,0.000,1.925,4.645
2142,chocolatey,423.500,24.750,12.100,0.000,6.025,7.050
2143,cluster,321.000,20.328,3.111,0.000,10.650,9.025
2144,rutabaga,32.333,4.120,0.173,0.000,1.967,0.980
2145,usa,90.765,28.770,21.700,0.000,0.718,7.413
2146,iced,393.286,29.614,15.777,66.000,1.821,4.443
2147,whipping,318.500,2.875,33.955,124.000,0.000,2.110
2148,chobani,75.500,9.235,0.170,0.000,0.500,8.550
2149,frog,73.000,0.000,0.300,50.000,0.000,16.400
2150,germ,416.857,21.430,100.000,1.000,7.829,18.647
2151,debbie,548.000,34.000,32.800,0.000,0.000,8.000
2152,crab,106.308,6.250,17.250,72.231,0.500,17.095
2153,chloride,65.500,0.650,3.930,0.000,0.550,7.370
2154,assortment,483.000,7.200,23.000,1.000,2.900,6.500
2155,readytobake,381.455,1.795,17.829,0.000,3.564,7.005
2156,tootsie,387.000,56.320,3.310,2.000,0.100,1.590
2157,tangerine,47.000,10.815,0.147,0.000,0.800,0.605
2158,trail,457.429,42.860,24.176,4.000,13.700,10.873
2159,rabbit,165.200,0.000,5.568,85.800,0.000,26.860
2160,oleic,888.000,0.000,100.000,0.000,0.000,0.000
2161,baby,216.643,54.000,24.700,5.000,5.129,7.119
2162,harvest,246.375,16.500,80.320,2.000,10.700,11.000
2163,starter,163.000,1.100,5.800,0.000,3.600,17.700
2164,kashi,284.711,11.423,5.897,23.000,8.609,10.388
2165,fan,124.667,0.000,1.917,75.333,0.000,25.193
2166,stabilized,426.000,0.000,43.950,2017.000,0.000,73.030
2167,salad,322.691,38.730,100.000,76.000,3.300,16.040
2168,pout,90.500,0.000,1.040,59.500,0.000,18.985
2169,thin,284.696,32.000,12.643,22.261,20.600,11.738
2170,scoter,84.000,0.000,0.400,0.000,0.000,20.200
2171,crocker,393.000,41.300,5.800,0.000,0.000,1.950
2172,toheat,312.000,5.020,9.610,15.000,2.400,7.190
2173,proof,279.308,41.600,15.700,58.000,0.000,2.800
2174,control,361.000,1.270,6.213,1.000,12.867,16.457
2175,wedge,144.500,0.320,4.835,0.000,2.200,2.630
2176,tap,138.000,4.000,2.470,0.000,7.500,8.120
2177,grapenut,370.500,12.050,2.900,0.000,11.150,10.150
2178,halloween,458.000,43.860,15.480,0.500,1.650,4.105
2179,dripping,889.000,0.000,98.590,101.000,0.000,0.000
2180,gingersnap,439.500,25.660,13.100,0.000,1.750,5.350
2181,carrot,415.000,38.820,9.800,8.000,23.600,8.100
2182,slip,67.000,16.250,0.350,0.000,0.900,0.630
2183,skirt,228.893,0.000,14.522,80.821,0.000,24.259
2184,native,221.826,6.460,100.000,439.000,6.700,19.475
2185,lamb,230.489,0.940,15.450,2559.000,2.100,21.644
2186,rhubarb,54.750,28.700,0.215,0.000,1.400,4.200
2187,mein,181.000,3.177,15.430,16.000,1.800,5.245
2188,yachtwurst,268.000,0.000,22.600,64.000,0.000,14.800
2189,merlot,83.000,0.620,0.000,0.000,0.000,0.070
2190,animal,483.929,28.793,24.838,95.000,0.807,4.756
2191,toddler,501.000,57.400,26.900,29.000,7.800,4.215
2192,pasilla,345.000,0.000,15.850,0.000,26.800,12.350
2193,gallo,31.000,6.250,0.000,0.000,0.000,0.000
2194,stock,33.600,2.280,1.392,2.600,0.300,2.110
2195,restructured,469.000,5.010,18.200,0.000,4.800,5.000
2196,entree,125.515,2.156,4.476,137.000,1.712,6.471
2197,airdried,489.000,0.000,34.600,0.000,0.000,44.500
2198,kohlrabi,28.333,2.733,0.107,0.000,1.933,1.767
2199,farm,195.176,31.000,6.717,67.000,4.125,13.724
2200,yumberry,5.000,0.000,0.000,0.000,0.000,0.000
2201,chive,160.667,1.850,3.873,8.000,26.200,8.893
2202,smallextra,115.000,0.000,10.680,0.000,3.200,0.840
2203,taco,216.577,18.760,8.912,17.269,18.800,7.997
2204,dolphinfish,97.000,0.000,0.800,83.500,0.000,21.110
2205,cabbage,21.435,3.830,0.144,0.000,2.026,1.551
2206,tomato,85.326,43.900,35.000,61.000,16.500,20.860
2207,poached,143.000,0.370,9.470,370.000,0.000,12.510
2208,light,178.912,76.770,100.000,177.000,8.000,50.000
2209,nance,84.000,11.985,1.220,0.000,7.250,0.610
2210,serrano,32.000,3.830,0.440,0.000,3.700,1.740
2211,lauric,86.667,4.740,5.593,2.000,0.000,2.027
2212,hic,45.000,12.500,0.000,0.000,0.000,0.000
2213,colada,150.667,9.883,7.600,0.000,0.267,0.747
2214,jambolan,60.000,0.000,0.230,0.000,0.000,0.720
2215,pina,205.500,11.165,4.740,0.000,0.200,0.510
2216,antelope,132.000,0.000,2.350,110.500,0.000,25.915
2217,saturated,158.000,0.000,17.100,0.000,0.000,0.000
2218,thigh,228.979,1.430,15.166,110.277,0.500,21.005
2219,producer,64.000,0.000,3.660,14.000,0.000,3.280
2220,produced,330.000,13.333,0.460,0.000,5.500,59.963
2221,rendered,898.000,0.000,99.500,97.000,0.000,0.070
2222,including,259.000,0.440,1.450,0.000,4.233,8.173
2223,pine,651.000,1.795,64.675,0.000,7.200,12.630
2224,brittle,486.000,51.330,18.980,12.000,2.500,7.570
2225,worthington,175.577,0.808,9.062,1.038,2.385,17.327
2226,hock,171.000,0.000,10.540,89.000,0.000,19.110
2227,butternut,612.000,1.867,56.980,4.000,1.867,24.900
2228,bunch,405.000,21.441,6.366,0.000,5.729,7.346
2229,perfect,422.000,27.000,14.000,8.000,2.000,30.000
2230,tso,295.000,11.600,16.360,53.000,0.900,12.900
2231,gratin,167.750,0.000,5.750,13.250,2.150,5.330
2232,abiyuch,69.000,8.550,0.100,0.000,5.300,1.500
2233,rojo,144.000,0.000,6.930,0.000,4.700,5.000
2234,brook,110.000,0.000,2.730,60.000,0.000,21.230
2235,lowerleaf,321.000,0.000,2.100,0.000,10.400,15.200
2236,walnut,541.714,16.951,40.156,0.000,5.286,10.439
2237,vital,370.000,0.000,1.850,0.000,0.600,75.160
2238,brownberry,390.000,0.000,5.100,0.000,5.400,13.300
2239,orange,401.000,80.500,12.680,80.000,10.600,25.400
2240,covered,443.667,40.683,22.678,28.000,10.400,5.868
2241,holiday,489.500,34.917,21.217,1.000,1.550,4.300
2242,spot,140.500,0.000,5.590,68.500,0.000,21.120
2243,groundcherry,53.000,0.000,0.700,0.000,0.000,1.900
2244,irish,290.000,0.000,5.000,18.000,2.600,6.600
2245,feta,264.000,4.090,21.280,89.000,0.000,14.210
2246,flour,358.206,49.080,42.580,112.000,39.800,17.291
2247,superfood,54.000,10.420,0.140,0.000,0.600,0.560
2248,swordfish,158.000,0.000,7.290,72.000,0.000,21.555
2249,barbeque,165.000,34.310,1.220,0.000,1.300,1.550
2250,newman,228.500,6.025,19.615,20.000,0.275,2.015
2251,dock,20.667,0.000,0.660,0.000,1.833,1.887
2252,halavah,469.000,0.000,21.520,0.000,4.500,12.490
2253,spelt,232.500,3.410,1.640,0.000,7.300,10.035
2254,cusk,99.500,0.000,0.785,47.000,0.000,21.670
2255,cocoroo,397.000,48.970,4.670,0.000,3.100,4.170
2256,coriander,150.000,7.270,17.770,0.000,41.900,9.107
2257,lowcalorie,440.000,70.000,19.200,26.000,18.000,25.100
2258,wrangler,290.000,1.670,25.690,67.000,0.000,12.580
2259,risotto,119.000,1.300,3.700,9.000,2.600,4.300
2260,tran,733.500,0.230,71.775,0.000,4.050,3.645
2261,feast,244.000,3.300,11.100,20.000,2.000,10.330
2262,irishmos,49.000,0.610,0.160,0.000,1.300,1.510
2263,corndog,263.000,0.000,10.800,45.000,0.000,9.600
2264,trimmed,213.783,0.000,12.291,79.432,0.000,24.643
2265,lipon,228.020,0.000,14.683,73.780,0.000,23.968
2266,lung,99.750,0.000,2.833,250.250,0.000,17.363
